id,name,star,character_key,series_key,series,edition,edition_short,variant,pose,rarity_index,rarity,colour_key,colour,battle_points,binder_value,recycle_value,power_type,power_name,power_text,power_json,secret_type,secret_name,secret_text,source,year,blurb
willie7,Steamboat Willie · Gold,Steamboat Willie,willie,rub,Rubber Hose Rascals,Full Gold,Gold,gold,hero,4,Legendary,slv,Silver,15,1500,1500,plusAll,Anthem,+2 to each of your other gToons,"{""t"":""plusAll"",""n"":2}",crown,Crown,+4 if nothing on your side has more points,packs / trades / free chip,1928,The 1928 deckhand who whistled his way into history.
willie8,Steamboat Willie · Platinum,Steamboat Willie,willie,rub,Rubber Hose Rascals,Full Platinum,Platinum,platinum,hero,4,Legendary,slv,Silver,14,1500,1500,plusAll,Anthem,+2 to each of your other gToons,"{""t"":""plusAll"",""n"":2}",veto,Veto,Cancels the opposing gToon's power,packs / trades / free chip,1928,The 1928 deckhand who whistled his way into history.
bosko1,Bosko,Bosko,bosko,rub,Rubber Hose Rascals,Classic,Classic,classic,normal,0,Common,org,Orange,3,25,25,none,None,NO POWER,"{""t"":""none""}",,,,packs / trades / free chip,1929,The Talk-Ink Kid. Never stops singing.
bosko2,Bosko · Sinkin' in the Bathtub,Bosko,bosko,rub,Rubber Hose Rascals,Sinkin' in the Bathtub (1929),Reel 1929,reel,mirror,1,Uncommon,org,Orange,6,60,60,perOppColor,Counter,+2 for each opponent Silver gToon,"{""t"":""perOppColor"",""color"":""slv"",""n"":2}",,,,packs / trades / free chip,1929,The Talk-Ink Kid. Never stops singing.
bosko3,Bosko · Spotlight,Bosko,bosko,rub,Rubber Hose Rascals,Spotlight,Spotlight,stage,zoom,2,Rare,org,Orange,8,150,150,front,Spotlight,+4 when played in the front row,"{""t"":""front"",""n"":4}",,,,packs / trades / free chip,1929,The Talk-Ink Kid. Never stops singing.
bosko4,Bosko · Holo,Bosko,bosko,rub,Rubber Hose Rascals,Holo,Holo,holo,hero,3,Mythic,org,Orange,8,500,500,perOwnColor,Rally,+2 for each of your Orange gToons,"{""t"":""perOwnColor"",""color"":""org"",""n"":2}",chain,Chorus Line,+1 for each other gToon in its row,packs / trades / free chip,1929,The Talk-Ink Kid. Never stops singing.
bosko5,Bosko · Silver,Bosko,bosko,rub,Rubber Hose Rascals,Full Silver,Silver,silver,hero,3,Mythic,slv,Silver,9,500,500,mirror,Mirror,Copies the opposing gToon's points,"{""t"":""mirror""}",shield,Shield,Cannot lose points to opposing powers,packs / trades / free chip,1929,The Talk-Ink Kid. Never stops singing.
bosko6,Bosko · Dark Matter,Bosko,bosko,rub,Rubber Hose Rascals,Dark Matter,Dark Matter,dark,hero,3,Mythic,org,Orange,9,500,500,minusOppColor,Hex,-3 to each opponent Blue gToon,"{""t"":""minusOppColor"",""color"":""blu"",""n"":3}",bomb,Brick,-2 to the opposing gToon and its row neighbours,packs / trades / free chip,1929,The Talk-Ink Kid. Never stops singing.
bosko7,Bosko · Gold,Bosko,bosko,rub,Rubber Hose Rascals,Full Gold,Gold,gold,hero,4,Legendary,org,Orange,13,1500,1500,plusOwnColor,Boost,+2 to each of your other Orange gToons,"{""t"":""plusOwnColor"",""color"":""org"",""n"":2}",crown,Crown,+4 if nothing on your side has more points,packs / trades / free chip,1929,The Talk-Ink Kid. Never stops singing.
bosko8,Bosko · Platinum,Bosko,bosko,rub,Rubber Hose Rascals,Full Platinum,Platinum,platinum,hero,4,Legendary,slv,Silver,13,1500,1500,plusAll,Anthem,+2 to each of your other gToons,"{""t"":""plusAll"",""n"":2}",veto,Veto,Cancels the opposing gToon's power,packs / trades / free chip,1929,The Talk-Ink Kid. Never stops singing.
flip1,Flip the Frog,Flip the Frog,flip,rub,Rubber Hose Rascals,Classic,Classic,classic,normal,0,Common,grn,Green,3,25,25,back,Backstage,+2 when played in the back row,"{""t"":""back"",""n"":2}",,,,packs / trades / free chip,1930,"Fiddles, dances and hops out of every jam."
flip2,Flip the Frog · Fiddlesticks,Flip the Frog,flip,rub,Rubber Hose Rascals,Fiddlesticks (1930),Reel 1930,reel,mirror,1,Uncommon,grn,Green,6,60,60,x2,Buddy,x2 to Bosko,"{""t"":""x2"",""id"":""bosko""}",,,,packs / trades / free chip,1930,"Fiddles, dances and hops out of every jam."
flip3,Flip the Frog · Spotlight,Flip the Frog,flip,rub,Rubber Hose Rascals,Spotlight,Spotlight,stage,zoom,2,Rare,grn,Green,8,150,150,opp,Jab,-4 to the opposing gToon,"{""t"":""opp"",""n"":4}",,,,packs / trades / free chip,1930,"Fiddles, dances and hops out of every jam."
flip4,Flip the Frog · Holo,Flip the Frog,flip,rub,Rubber Hose Rascals,Holo,Holo,holo,hero,3,Mythic,grn,Green,8,500,500,perOwnColor,Rally,+2 for each of your Green gToons,"{""t"":""perOwnColor"",""color"":""grn"",""n"":2}",chain,Chorus Line,+1 for each other gToon in its row,packs / trades / free chip,1930,"Fiddles, dances and hops out of every jam."
flip5,Flip the Frog · Silver,Flip the Frog,flip,rub,Rubber Hose Rascals,Full Silver,Silver,silver,hero,3,Mythic,slv,Silver,9,500,500,mirror,Mirror,Copies the opposing gToon's points,"{""t"":""mirror""}",shield,Shield,Cannot lose points to opposing powers,packs / trades / free chip,1930,"Fiddles, dances and hops out of every jam."
flip6,Flip the Frog · Dark Matter,Flip the Frog,flip,rub,Rubber Hose Rascals,Dark Matter,Dark Matter,dark,hero,3,Mythic,grn,Green,9,500,500,minusOppColor,Hex,-3 to each opponent Red gToon,"{""t"":""minusOppColor"",""color"":""red"",""n"":3}",bomb,Brick,-2 to the opposing gToon and its row neighbours,packs / trades / free chip,1930,"Fiddles, dances and hops out of every jam."
flip7,Flip the Frog · Gold,Flip the Frog,flip,rub,Rubber Hose Rascals,Full Gold,Gold,gold,hero,4,Legendary,grn,Green,13,1500,1500,perOwnColor,Rally,+2 for each of your Green gToons,"{""t"":""perOwnColor"",""color"":""grn"",""n"":2}",crown,Crown,+4 if nothing on your side has more points,packs / trades / free chip,1930,"Fiddles, dances and hops out of every jam."
flip8,Flip the Frog · Platinum,Flip the Frog,flip,rub,Rubber Hose Rascals,Full Platinum,Platinum,platinum,hero,4,Legendary,slv,Silver,13,1500,1500,plusAll,Anthem,+2 to each of your other gToons,"{""t"":""plusAll"",""n"":2}",veto,Veto,Cancels the opposing gToon's power,packs / trades / free chip,1930,"Fiddles, dances and hops out of every jam."
krazy1,Krazy Kat,Krazy Kat,krazy,fun,Funny Pages,Classic,Classic,classic,normal,0,Common,prp,Purple,3,25,25,x2,Buddy,x2 to Ignatz Mouse,"{""t"":""x2"",""id"":""ignatz""}",,,,packs / trades / free chip,1913,In love with a mouse who throws bricks. It is complicated.
krazy2,Krazy Kat · Krazy Kat,Krazy Kat,krazy,fun,Funny Pages,Krazy Kat (1913),Reel 1913,reel,mirror,1,Uncommon,prp,Purple,6,60,60,mirror,Mirror,Copies the opposing gToon's points,"{""t"":""mirror""}",,,,packs / trades / free chip,1913,In love with a mouse who throws bricks. It is complicated.
krazy3,Krazy Kat · Spotlight,Krazy Kat,krazy,fun,Funny Pages,Spotlight,Spotlight,stage,zoom,2,Rare,prp,Purple,8,150,150,lonely,Loner,+6 if no gToons are next to it,"{""t"":""lonely"",""n"":6}",,,,packs / trades / free chip,1913,In love with a mouse who throws bricks. It is complicated.
krazy4,Krazy Kat · Holo,Krazy Kat,krazy,fun,Funny Pages,Holo,Holo,holo,hero,3,Mythic,prp,Purple,8,500,500,perOwnColor,Rally,+2 for each of your Purple gToons,"{""t"":""perOwnColor"",""color"":""prp"",""n"":2}",chain,Chorus Line,+1 for each other gToon in its row,packs / trades / free chip,1913,In love with a mouse who throws bricks. It is complicated.
krazy5,Krazy Kat · Silver,Krazy Kat,krazy,fun,Funny Pages,Full Silver,Silver,silver,hero,3,Mythic,slv,Silver,9,500,500,mirror,Mirror,Copies the opposing gToon's points,"{""t"":""mirror""}",shield,Shield,Cannot lose points to opposing powers,packs / trades / free chip,1913,In love with a mouse who throws bricks. It is complicated.
krazy6,Krazy Kat · Dark Matter,Krazy Kat,krazy,fun,Funny Pages,Dark Matter,Dark Matter,dark,hero,3,Mythic,prp,Purple,9,500,500,minusOppColor,Hex,-3 to each opponent Yellow gToon,"{""t"":""minusOppColor"",""color"":""yel"",""n"":3}",bomb,Brick,-2 to the opposing gToon and its row neighbours,packs / trades / free chip,1913,In love with a mouse who throws bricks. It is complicated.
krazy7,Krazy Kat · Gold,Krazy Kat,krazy,fun,Funny Pages,Full Gold,Gold,gold,hero,4,Legendary,prp,Purple,13,1500,1500,minusOppColor,Hex,-3 to each opponent Blue gToon,"{""t"":""minusOppColor"",""color"":""blu"",""n"":3}",crown,Crown,+4 if nothing on your side has more points,packs / trades / free chip,1913,In love with a mouse who throws bricks. It is complicated.
krazy8,Krazy Kat · Platinum,Krazy Kat,krazy,fun,Funny Pages,Full Platinum,Platinum,platinum,hero,4,Legendary,slv,Silver,13,1500,1500,plusAll,Anthem,+2 to each of your other gToons,"{""t"":""plusAll"",""n"":2}",veto,Veto,Cancels the opposing gToon's power,packs / trades / free chip,1913,In love with a mouse who throws bricks. It is complicated.
ignatz1,Ignatz Mouse,Ignatz Mouse,ignatz,fun,Funny Pages,Classic,Classic,classic,normal,0,Common,slv,Silver,2,25,25,opp,Jab,-2 to the opposing gToon,"{""t"":""opp"",""n"":2}",,,,packs / trades / free chip,1913,One mouse. One brick. One target.
ignatz2,Ignatz Mouse · Krazy Kat,Ignatz Mouse,ignatz,fun,Funny Pages,Krazy Kat (1913),Reel 1913,reel,mirror,1,Uncommon,org,Orange,5,60,60,steal,Pickpocket,Takes 2 points from the opposing gToon,"{""t"":""steal"",""n"":2}",,,,packs / trades / free chip,1913,One mouse. One brick. One target.
ignatz3,Ignatz Mouse · Spotlight,Ignatz Mouse,ignatz,fun,Funny Pages,Spotlight,Spotlight,stage,zoom,2,Rare,slv,Silver,7,150,150,opp,Jab,-5 to the opposing gToon,"{""t"":""opp"",""n"":5}",,,,packs / trades / free chip,1913,One mouse. One brick. One target.
ignatz4,Ignatz Mouse · Holo,Ignatz Mouse,ignatz,fun,Funny Pages,Holo,Holo,holo,hero,3,Mythic,slv,Silver,8,500,500,perOwnColor,Rally,+2 for each of your Silver gToons,"{""t"":""perOwnColor"",""color"":""slv"",""n"":2}",chain,Chorus Line,+1 for each other gToon in its row,packs / trades / free chip,1913,One mouse. One brick. One target.
ignatz5,Ignatz Mouse · Silver,Ignatz Mouse,ignatz,fun,Funny Pages,Full Silver,Silver,silver,hero,3,Mythic,slv,Silver,9,500,500,steal,Pickpocket,Takes 4 points from the opposing gToon,"{""t"":""steal"",""n"":4}",shield,Shield,Cannot lose points to opposing powers,packs / trades / free chip,1913,One mouse. One brick. One target.
ignatz6,Ignatz Mouse · Dark Matter,Ignatz Mouse,ignatz,fun,Funny Pages,Dark Matter,Dark Matter,dark,hero,3,Mythic,slv,Silver,9,500,500,minusOppColor,Hex,-3 to each opponent Purple gToon,"{""t"":""minusOppColor"",""color"":""prp"",""n"":3}",bomb,Brick,-2 to the opposing gToon and its row neighbours,packs / trades / free chip,1913,One mouse. One brick. One target.
ignatz7,Ignatz Mouse · Gold,Ignatz Mouse,ignatz,fun,Funny Pages,Full Gold,Gold,gold,hero,4,Legendary,slv,Silver,13,1500,1500,steal,Pickpocket,Takes 5 points from the opposing gToon,"{""t"":""steal"",""n"":5}",crown,Crown,+4 if nothing on your side has more points,packs / trades / free chip,1913,One mouse. One brick. One target.
ignatz8,Ignatz Mouse · Platinum,Ignatz Mouse,ignatz,fun,Funny Pages,Full Platinum,Platinum,platinum,hero,4,Legendary,slv,Silver,13,1500,1500,plusAll,Anthem,+2 to each of your other gToons,"{""t"":""plusAll"",""n"":2}",veto,Veto,Cancels the opposing gToon's power,packs / trades / free chip,1913,One mouse. One brick. One target.
nemo1,Little Nemo,Little Nemo,nemo,fun,Funny Pages,Classic,Classic,classic,normal,0,Common,blu,Blue,3,25,25,first,Opener,+4 if played first,"{""t"":""first"",""n"":4}",,,,packs / trades / free chip,1905,Falls out of bed at the end of every adventure.
nemo2,Little Nemo · Slumberland,Little Nemo,nemo,fun,Funny Pages,Slumberland (1905),Reel 1905,reel,mirror,1,Uncommon,yel,Yellow,6,60,60,lonely,Loner,+4 if no gToons are next to it,"{""t"":""lonely"",""n"":4}",,,,packs / trades / free chip,1905,Falls out of bed at the end of every adventure.
nemo3,Little Nemo · Spotlight,Little Nemo,nemo,fun,Funny Pages,Spotlight,Spotlight,stage,zoom,2,Rare,blu,Blue,8,150,150,last,Closer,+6 if played last,"{""t"":""last"",""n"":6}",,,,packs / trades / free chip,1905,Falls out of bed at the end of every adventure.
nemo4,Little Nemo · Holo,Little Nemo,nemo,fun,Funny Pages,Holo,Holo,holo,hero,3,Mythic,blu,Blue,8,500,500,perOwnColor,Rally,+2 for each of your Blue gToons,"{""t"":""perOwnColor"",""color"":""blu"",""n"":2}",chain,Chorus Line,+1 for each other gToon in its row,packs / trades / free chip,1905,Falls out of bed at the end of every adventure.
nemo5,Little Nemo · Silver,Little Nemo,nemo,fun,Funny Pages,Full Silver,Silver,silver,hero,3,Mythic,slv,Silver,9,500,500,mirror,Mirror,Copies the opposing gToon's points,"{""t"":""mirror""}",shield,Shield,Cannot lose points to opposing powers,packs / trades / free chip,1905,Falls out of bed at the end of every adventure.
nemo6,Little Nemo · Dark Matter,Little Nemo,nemo,fun,Funny Pages,Dark Matter,Dark Matter,dark,hero,3,Mythic,blu,Blue,9,500,500,minusOppColor,Hex,-3 to each opponent Orange gToon,"{""t"":""minusOppColor"",""color"":""org"",""n"":3}",bomb,Brick,-2 to the opposing gToon and its row neighbours,packs / trades / free chip,1905,Falls out of bed at the end of every adventure.
nemo7,Little Nemo · Gold,Little Nemo,nemo,fun,Funny Pages,Full Gold,Gold,gold,hero,4,Legendary,blu,Blue,13,1500,1500,last,Closer,+12 if played last,"{""t"":""last"",""n"":12}",crown,Crown,+4 if nothing on your side has more points,packs / trades / free chip,1905,Falls out of bed at the end of every adventure.
nemo8,Little Nemo · Platinum,Little Nemo,nemo,fun,Funny Pages,Full Platinum,Platinum,platinum,hero,4,Legendary,slv,Silver,13,1500,1500,plusAll,Anthem,+2 to each of your other gToons,"{""t"":""plusAll"",""n"":2}",veto,Veto,Cancels the opposing gToon's power,packs / trades / free chip,1905,Falls out of bed at the end of every adventure.
bobby1,Bobby Bumps,Bobby Bumps,bobby,sil,Silent Screen,Classic,Classic,classic,normal,0,Common,yel,Yellow,3,25,25,first,Opener,+2 if played first,"{""t"":""first"",""n"":2}",,,,packs / trades / free chip,1915,"A kid, a dog and a scheme a minute."
bobby2,Bobby Bumps · Bobby Bumps Starts a Lodge,Bobby Bumps,bobby,sil,Silent Screen,Bobby Bumps Starts a Lodge (1915),Reel 1915,reel,mirror,1,Uncommon,yel,Yellow,6,60,60,chain,Chorus Line,+1 for each other gToon in its row,"{""t"":""chain"",""n"":1}",,,,packs / trades / free chip,1915,"A kid, a dog and a scheme a minute."
bobby3,Bobby Bumps · Spotlight,Bobby Bumps,bobby,sil,Silent Screen,Spotlight,Spotlight,stage,zoom,2,Rare,org,Orange,8,150,150,underdog,Underdog,+5 if the opposing gToon has more points,"{""t"":""underdog"",""n"":5}",,,,packs / trades / free chip,1915,"A kid, a dog and a scheme a minute."
bobby4,Bobby Bumps · Holo,Bobby Bumps,bobby,sil,Silent Screen,Holo,Holo,holo,hero,3,Mythic,yel,Yellow,8,500,500,perOwnColor,Rally,+2 for each of your Yellow gToons,"{""t"":""perOwnColor"",""color"":""yel"",""n"":2}",chain,Chorus Line,+1 for each other gToon in its row,packs / trades / free chip,1915,"A kid, a dog and a scheme a minute."
bobby5,Bobby Bumps · Silver,Bobby Bumps,bobby,sil,Silent Screen,Full Silver,Silver,silver,hero,3,Mythic,slv,Silver,9,500,500,mirror,Mirror,Copies the opposing gToon's points,"{""t"":""mirror""}",shield,Shield,Cannot lose points to opposing powers,packs / trades / free chip,1915,"A kid, a dog and a scheme a minute."
bobby6,Bobby Bumps · Dark Matter,Bobby Bumps,bobby,sil,Silent Screen,Dark Matter,Dark Matter,dark,hero,3,Mythic,yel,Yellow,9,500,500,minusOppColor,Hex,-3 to each opponent Blue gToon,"{""t"":""minusOppColor"",""color"":""blu"",""n"":3}",bomb,Brick,-2 to the opposing gToon and its row neighbours,packs / trades / free chip,1915,"A kid, a dog and a scheme a minute."
bobby7,Bobby Bumps · Gold,Bobby Bumps,bobby,sil,Silent Screen,Full Gold,Gold,gold,hero,4,Legendary,yel,Yellow,13,1500,1500,chain,Chorus Line,+2 for each other gToon in its row,"{""t"":""chain"",""n"":2}",crown,Crown,+4 if nothing on your side has more points,packs / trades / free chip,1915,"A kid, a dog and a scheme a minute."
bobby8,Bobby Bumps · Platinum,Bobby Bumps,bobby,sil,Silent Screen,Full Platinum,Platinum,platinum,hero,4,Legendary,slv,Silver,13,1500,1500,plusAll,Anthem,+2 to each of your other gToons,"{""t"":""plusAll"",""n"":2}",veto,Veto,Cancels the opposing gToon's power,packs / trades / free chip,1915,"A kid, a dog and a scheme a minute."
heeza1,Colonel Heeza Liar,Colonel Heeza Liar,heeza,sil,Silent Screen,Classic,Classic,classic,normal,0,Common,org,Orange,4,25,25,crown,Crown,+3 if nothing on your side has more points,"{""t"":""crown"",""n"":3}",,,,packs / trades / free chip,1913,The tallest tales in the shortest colonel.
heeza2,Colonel Heeza Liar · Colonel Heeza Liar in Africa,Colonel Heeza Liar,heeza,sil,Silent Screen,Colonel Heeza Liar in Africa (1913),Reel 1913,reel,mirror,1,Uncommon,org,Orange,6,60,60,bomb,Brick,-2 to the opposing gToon and its row neighbours,"{""t"":""bomb"",""n"":2}",,,,packs / trades / free chip,1913,The tallest tales in the shortest colonel.
heeza3,Colonel Heeza Liar · Spotlight,Colonel Heeza Liar,heeza,sil,Silent Screen,Spotlight,Spotlight,stage,zoom,2,Rare,red,Red,9,150,150,veto,Veto,Cancels the opposing gToon's power,"{""t"":""veto""}",,,,packs / trades / free chip,1913,The tallest tales in the shortest colonel.
heeza4,Colonel Heeza Liar · Holo,Colonel Heeza Liar,heeza,sil,Silent Screen,Holo,Holo,holo,hero,3,Mythic,org,Orange,9,500,500,perOwnColor,Rally,+2 for each of your Orange gToons,"{""t"":""perOwnColor"",""color"":""org"",""n"":2}",chain,Chorus Line,+1 for each other gToon in its row,packs / trades / free chip,1913,The tallest tales in the shortest colonel.
heeza5,Colonel Heeza Liar · Silver,Colonel Heeza Liar,heeza,sil,Silent Screen,Full Silver,Silver,silver,hero,3,Mythic,slv,Silver,10,500,500,steal,Pickpocket,Takes 4 points from the opposing gToon,"{""t"":""steal"",""n"":4}",shield,Shield,Cannot lose points to opposing powers,packs / trades / free chip,1913,The tallest tales in the shortest colonel.
heeza6,Colonel Heeza Liar · Dark Matter,Colonel Heeza Liar,heeza,sil,Silent Screen,Dark Matter,Dark Matter,dark,hero,3,Mythic,org,Orange,10,500,500,minusOppColor,Hex,-3 to each opponent Blue gToon,"{""t"":""minusOppColor"",""color"":""blu"",""n"":3}",bomb,Brick,-2 to the opposing gToon and its row neighbours,packs / trades / free chip,1913,The tallest tales in the shortest colonel.
heeza7,Colonel Heeza Liar · Gold,Colonel Heeza Liar,heeza,sil,Silent Screen,Full Gold,Gold,gold,hero,4,Legendary,org,Orange,13,1500,1500,crown,Crown,+6 if nothing on your side has more points,"{""t"":""crown"",""n"":6}",crown,Crown,+4 if nothing on your side has more points,packs / trades / free chip,1913,The tallest tales in the shortest colonel.
heeza8,Colonel Heeza Liar · Platinum,Colonel Heeza Liar,heeza,sil,Silent Screen,Full Platinum,Platinum,platinum,hero,4,Legendary,slv,Silver,13,1500,1500,plusAll,Anthem,+2 to each of your other gToons,"{""t"":""plusAll"",""n"":2}",veto,Veto,Cancels the opposing gToon's power,packs / trades / free chip,1913,The tallest tales in the shortest colonel.
julius1,Julius the Cat,Julius the Cat,julius,lot,The Studio Lot,Classic,Classic,classic,normal,0,Common,slv,Silver,3,25,25,lonely,Loner,+3 if no gToons are next to it,"{""t"":""lonely"",""n"":3}",,,,packs / trades / free chip,1923,The cat with the detachable tail. Handy in a pinch.
julius2,Julius the Cat · Alice's Wonderland,Julius the Cat,julius,lot,The Studio Lot,Alice's Wonderland (1923),Reel 1923,reel,mirror,1,Uncommon,slv,Silver,6,60,60,shield,Shield,Cannot lose points to opposing powers,"{""t"":""shield""}",,,,packs / trades / free chip,1923,The cat with the detachable tail. Handy in a pinch.
julius3,Julius the Cat · Spotlight,Julius the Cat,julius,lot,The Studio Lot,Spotlight,Spotlight,stage,zoom,2,Rare,blu,Blue,9,150,150,underdog,Underdog,+6 if the opposing gToon has more points,"{""t"":""underdog"",""n"":6}",,,,packs / trades / free chip,1923,The cat with the detachable tail. Handy in a pinch.
julius4,Julius the Cat · Holo,Julius the Cat,julius,lot,The Studio Lot,Holo,Holo,holo,hero,3,Mythic,slv,Silver,9,500,500,perOwnColor,Rally,+2 for each of your Silver gToons,"{""t"":""perOwnColor"",""color"":""slv"",""n"":2}",chain,Chorus Line,+1 for each other gToon in its row,packs / trades / free chip,1923,The cat with the detachable tail. Handy in a pinch.
julius5,Julius the Cat · Silver,Julius the Cat,julius,lot,The Studio Lot,Full Silver,Silver,silver,hero,3,Mythic,slv,Silver,10,500,500,steal,Pickpocket,Takes 4 points from the opposing gToon,"{""t"":""steal"",""n"":4}",shield,Shield,Cannot lose points to opposing powers,packs / trades / free chip,1923,The cat with the detachable tail. Handy in a pinch.
julius6,Julius the Cat · Dark Matter,Julius the Cat,julius,lot,The Studio Lot,Dark Matter,Dark Matter,dark,hero,3,Mythic,slv,Silver,10,500,500,minusOppColor,Hex,-3 to each opponent Purple gToon,"{""t"":""minusOppColor"",""color"":""prp"",""n"":3}",bomb,Brick,-2 to the opposing gToon and its row neighbours,packs / trades / free chip,1923,The cat with the detachable tail. Handy in a pinch.
julius7,Julius the Cat · Gold,Julius the Cat,julius,lot,The Studio Lot,Full Gold,Gold,gold,hero,4,Legendary,slv,Silver,13,1500,1500,minusOppColor,Hex,-3 to each opponent Red gToon,"{""t"":""minusOppColor"",""color"":""red"",""n"":3}",crown,Crown,+4 if nothing on your side has more points,packs / trades / free chip,1923,The cat with the detachable tail. Handy in a pinch.
julius8,Julius the Cat · Platinum,Julius the Cat,julius,lot,The Studio Lot,Full Platinum,Platinum,platinum,hero,4,Legendary,slv,Silver,13,1500,1500,plusAll,Anthem,+2 to each of your other gToons,"{""t"":""plusAll"",""n"":2}",veto,Veto,Cancels the opposing gToon's power,packs / trades / free chip,1923,The cat with the detachable tail. Handy in a pinch.
pete1,Pete,Pete,pete,lot,The Studio Lot,Classic,Classic,classic,normal,0,Common,red,Red,5,25,25,opp,Jab,-3 to the opposing gToon,"{""t"":""opp"",""n"":3}",,,,packs / trades / free chip,1925,"Big, mean and older than the mouse. The original heavy."
pete2,Pete · Alice Solves the Puzzle,Pete,pete,lot,The Studio Lot,Alice Solves the Puzzle (1925),Reel 1925,reel,mirror,1,Uncommon,red,Red,8,60,60,bomb,Brick,-2 to the opposing gToon and its row neighbours,"{""t"":""bomb"",""n"":2}",,,,packs / trades / free chip,1925,"Big, mean and older than the mouse. The original heavy."
pete3,Pete · Spotlight,Pete,pete,lot,The Studio Lot,Spotlight,Spotlight,stage,zoom,2,Rare,red,Red,10,150,150,veto,Veto,Cancels the opposing gToon's power,"{""t"":""veto""}",,,,packs / trades / free chip,1925,"Big, mean and older than the mouse. The original heavy."
pete4,Pete · Holo,Pete,pete,lot,The Studio Lot,Holo,Holo,holo,hero,3,Mythic,red,Red,12,500,500,perOwnColor,Rally,+2 for each of your Red gToons,"{""t"":""perOwnColor"",""color"":""red"",""n"":2}",chain,Chorus Line,+1 for each other gToon in its row,packs / trades / free chip,1925,"Big, mean and older than the mouse. The original heavy."
pete5,Pete · Silver,Pete,pete,lot,The Studio Lot,Full Silver,Silver,silver,hero,3,Mythic,slv,Silver,13,500,500,steal,Pickpocket,Takes 4 points from the opposing gToon,"{""t"":""steal"",""n"":4}",shield,Shield,Cannot lose points to opposing powers,packs / trades / free chip,1925,"Big, mean and older than the mouse. The original heavy."
pete6,Pete · Dark Matter,Pete,pete,lot,The Studio Lot,Dark Matter,Dark Matter,dark,hero,3,Mythic,red,Red,13,500,500,minusOppColor,Hex,-3 to each opponent Green gToon,"{""t"":""minusOppColor"",""color"":""grn"",""n"":3}",bomb,Brick,-2 to the opposing gToon and its row neighbours,packs / trades / free chip,1925,"Big, mean and older than the mouse. The original heavy."
pete7,Pete · Gold,Pete,pete,lot,The Studio Lot,Full Gold,Gold,gold,hero,4,Legendary,red,Red,16,1500,1500,bomb,Brick,-4 to the opposing gToon and its row neighbours,"{""t"":""bomb"",""n"":4}",crown,Crown,+4 if nothing on your side has more points,packs / trades / free chip,1925,"Big, mean and older than the mouse. The original heavy."
pete8,Pete · Platinum,Pete,pete,lot,The Studio Lot,Full Platinum,Platinum,platinum,hero,4,Legendary,slv,Silver,15,1500,1500,plusAll,Anthem,+2 to each of your other gToons,"{""t"":""plusAll"",""n"":2}",veto,Veto,Cancels the opposing gToon's power,packs / trades / free chip,1925,"Big, mean and older than the mouse. The original heavy."
clara1,Clarabelle Cow,Clarabelle Cow,clara,lot,The Studio Lot,Classic,Classic,classic,normal,0,Common,yel,Yellow,3,25,25,plusOwnColor,Boost,+1 to each of your other Yellow gToons,"{""t"":""plusOwnColor"",""color"":""yel"",""n"":1}",,,,packs / trades / free chip,1928,"Flower on her hat, bell on her collar, song in her heart."
clara2,Clarabelle Cow · Plane Crazy,Clarabelle Cow,clara,lot,The Studio Lot,Plane Crazy (1928),Reel 1928,reel,mirror,1,Uncommon,yel,Yellow,6,60,60,back,Backstage,+4 when played in the back row,"{""t"":""back"",""n"":4}",,,,packs / trades / free chip,1928,"Flower on her hat, bell on her collar, song in her heart."
clara3,Clarabelle Cow · Spotlight,Clarabelle Cow,clara,lot,The Studio Lot,Spotlight,Spotlight,stage,zoom,2,Rare,yel,Yellow,8,150,150,perOwnColor,Rally,+2 for each of your Yellow gToons,"{""t"":""perOwnColor"",""color"":""yel"",""n"":2}",,,,packs / trades / free chip,1928,"Flower on her hat, bell on her collar, song in her heart."
clara4,Clarabelle Cow · Holo,Clarabelle Cow,clara,lot,The Studio Lot,Holo,Holo,holo,hero,3,Mythic,yel,Yellow,8,500,500,perOwnColor,Rally,+2 for each of your Yellow gToons,"{""t"":""perOwnColor"",""color"":""yel"",""n"":2}",chain,Chorus Line,+1 for each other gToon in its row,packs / trades / free chip,1928,"Flower on her hat, bell on her collar, song in her heart."
clara5,Clarabelle Cow · Silver,Clarabelle Cow,clara,lot,The Studio Lot,Full Silver,Silver,silver,hero,3,Mythic,slv,Silver,9,500,500,steal,Pickpocket,Takes 4 points from the opposing gToon,"{""t"":""steal"",""n"":4}",shield,Shield,Cannot lose points to opposing powers,packs / trades / free chip,1928,"Flower on her hat, bell on her collar, song in her heart."
clara6,Clarabelle Cow · Dark Matter,Clarabelle Cow,clara,lot,The Studio Lot,Dark Matter,Dark Matter,dark,hero,3,Mythic,yel,Yellow,9,500,500,minusOppColor,Hex,-3 to each opponent Blue gToon,"{""t"":""minusOppColor"",""color"":""blu"",""n"":3}",bomb,Brick,-2 to the opposing gToon and its row neighbours,packs / trades / free chip,1928,"Flower on her hat, bell on her collar, song in her heart."
clara7,Clarabelle Cow · Gold,Clarabelle Cow,clara,lot,The Studio Lot,Full Gold,Gold,gold,hero,4,Legendary,yel,Yellow,13,1500,1500,plusAll,Anthem,+1 to each of your other gToons,"{""t"":""plusAll"",""n"":1}",crown,Crown,+4 if nothing on your side has more points,packs / trades / free chip,1928,"Flower on her hat, bell on her collar, song in her heart."
